idFormulario1;numEjemplarF1;fecha;esHospedaje;idMacrozona;idZonaGrupo;idCoordinador;idSupervisor;idAtractor;clave catastral;referencia;idNovedad
1;1;02/03/2020;true;1;1;1;1;3;1.02E+16;Hostal y bazar;Ninguna
2;2;02/03/2020;false;1;1;1;1;3;1.02E+16;librer«ü∂a;Ninguna
3;3;02/03/2020;false;1;1;1;1;3;1.02E+16;Arte y bordado;Se niegan a llenar la encuesta
4;4;02/03/2020;false;1;1;1;1;3;1.02E+16;foto estudio claridad;Ninguna
5;5;02/03/2020;false;1;1;1;1;4;1.02E+16;venta de hilos;Ninguna
6;6;02/03/2020;false;1;1;1;1;6;1.02E+16;CORAL EXPRES;El predio desarrolla otras actividades de comercio y/o servicios
7;7;02/03/2020;false;1;1;1;1;4;1.02E+16;amrilla,esquina funciona 4 comercios;Otra
8;8;02/03/2020;false;1;1;1;1;3;1.02E+16;rey moda;Otra
9;9;02/03/2020;false;1;1;1;1;3;1.02E+16;ventas de trajes HENRY;Ninguna
10;10;02/03/2020;false;1;1;1;1;3;1.02E+16;confecciones trajes;Se niegan a llenar la encuesta
11;11;02/03/2020;false;1;1;1;1;3;1.02E+16;venta de hilos;Se niegan a llenar la encuesta
12;12;02/03/2020;false;1;1;1;1;4;1.02E+16;papeleria Hno Miguel;Ninguna
13;13;02/03/2020;false;1;1;1;1;3;1.02E+16;confecciones trajes;Se niegan a llenar la encuesta
14;14;02/03/2020;false;1;1;1;1;4;1.02E+16;compra oro,joyas usadas;Ninguna
15;15;02/03/2020;false;1;1;1;1;3;1.02E+16;1planta alta, puertas grandes de madera;El horario de atencion no coincide con el horario del barrido
16;16;02/03/2020;false;1;1;1;1;4;1.02E+16;artesanias;Ninguna
17;18;02/03/2020;false;1;1;1;1;4;1.02E+16;renovadora de calzadoy ropa;Ninguna
18;19;02/03/2020;false;1;1;1;1;4;1.02E+16;Telemetro;Ninguna
19;20;02/03/2020;false;1;1;1;1;4;1.02E+16;BAZAR LALITA;Se niegan a llenar la encuesta
20;21;02/03/2020;false;1;1;1;1;4;1.02E+16;Tienda esquinera Tarqui y Sucre;Ninguna
21;22;02/03/2020;false;1;1;1;1;4;1.02E+16;La Casa del Pan;Otra
22;23;02/03/2020;false;1;1;1;1;4;1.02E+16;La Pi«ü∂Òata;Otra
23;24;02/03/2020;false;1;1;1;1;3;1.02E+16;Solcuero;Otra
24;25;02/03/2020;false;1;1;1;1;3;1.02E+16;Celtekvir;Ninguna
25;26;02/03/2020;false;1;1;1;1;4;1.02E+16;Parqueadero;Ninguna
26;27;02/03/2020;false;1;1;1;1;3;1.02E+16;INGESA;Ninguna
27;28;02/03/2020;false;1;1;1;1;18;1.02E+16;JEP;Ninguna
28;29;02/03/2020;false;1;1;1;1;4;1.02E+16;Tienda de globos y Variedades Ceci;Ninguna
29;30;02/03/2020;false;1;1;1;1;3;1.02E+16;BLUE BERRY ICE CREAM;Ninguna
30;31;02/03/2020;false;1;1;1;1;4;1.02E+16;Costurera;Ninguna
31;32;02/03/2020;false;1;1;1;1;4;1.02E+16;FARMACIA CRUZ AZUL Y JOYERIA Y RELOJERIA MEGA;Otra
32;33;02/03/2020;false;1;1;1;1;4;1.02E+16;HILOS Y CONSULTORIO DENTAL;Se niegan a llenar la encuesta
33;34;02/03/2020;false;1;1;1;1;3;1.02E+16;Papa Regal«ü∂¸n;Se niegan a llenar la encuesta
34;36;02/03/2020;false;1;1;1;1;4;1.02E+16;Restaurant Pique y pase;Ninguna
35;40;02/03/2020;false;1;1;1;1;18;1.02E+16;CAPCPE CB;Ninguna
36;45;02/03/2020;false;1;1;1;1;4;1.02E+16;Plaza San Francisco;Ninguna
37;47;02/03/2020;false;1;1;1;1;4;1.02E+16;Plaza San Francisco;Otra
38;48;02/03/2020;false;1;1;1;1;3;1.02E+16;San Francisco 10-82;Ninguna
39;49;02/03/2020;false;1;1;1;1;3;1.02E+16;San Francisco 10-96;Ninguna
40;50;02/03/2020;false;1;1;1;1;3;1.02E+16;Calle General Torres;Ninguna
41;51;02/03/2020;false;1;1;1;1;3;1.02E+16;Calle General Torres;Ninguna
42;53;02/03/2020;false;1;1;1;1;3;1.02E+16;General Torres 7-78;Otra
43;54;02/03/2020;false;1;1;1;1;3;1.02E+16;General Torres 7-80;Ninguna
44;55;02/03/2020;false;1;1;1;1;4;1.02E+16;General Torres 7-86;Ninguna
45;56;02/03/2020;false;1;1;1;1;3;1.02E+16;Calle Sucre;Ninguna
46;57;02/03/2020;false;1;1;1;1;3;1.02E+16;Calle Sucre;Ninguna
47;58;02/03/2020;false;1;1;1;1;3;1.02E+16;Calle Sucre;Ninguna
48;59;02/03/2020;false;1;1;1;1;3;1.02E+16;Sucre 10-57: Telas y Bordados, Joyer«ü∂a Venecia;Otra
49;60;02/03/2020;false;1;1;1;1;3;1.02E+16;Padre Aguirre 7-91;Ninguna
50;61;02/03/2020;false;1;1;1;1;11;1.02E+15;Plaza San Francisco;Ninguna
51;62;02/03/2020;false;1;1;1;1;3;1.02E+16;Padre Aguirre 7-51;Ninguna
52;63;02/03/2020;false;1;1;1;1;11;1.02E+16;Plaza de las Flores;Ninguna
53;64;02/03/2020;false;1;1;1;1;14;1.02E+16;Santuario del Carmen ;Ninguna
54;66;02/03/2020;false;1;1;1;1;4;1.02E+16;Presidente C«ü∂¸rdoba y Padre Aguirre esquina, Banco del Austro y Servicio t«ü∂∏cnico de celulares.;El predio desarrolla otras actividades de comercio y/o servicios
55;67;02/03/2020;false;1;1;1;1;4;1.02E+16;Presidente C«ü∂¸rdoba 9-54: Edificio la Plazoleta, 15 ,locales comerciales.;Otra
56;68;02/03/2020;false;1;1;1;1;3;1.02E+16;Benigno Malo 7-27: 11 locales comerciales;Otra
57;69;02/03/2020;false;1;1;1;1;17;2.02E+16;Consejo de la Judicatura;Ninguna
58;70;02/03/2020;false;1;1;1;1;3;2.02E+16;Sucre 7-39: Parqueadero para los clientes del Banco del Austro;Ninguna
59;71;02/03/2020;false;1;1;1;1;18;2.02E+16;Sucre y Borrero esquina: Banco del Austro;Ninguna
60;72;02/03/2020;false;1;1;1;1;3;2.02E+16;Borrero 7-67: Multiofertas El Paisa, Peluquer«ü∂a Marys;El horario de atencion no coincide con el horario del barrido
61;73;02/03/2020;false;1;1;1;1;3;2.02E+16;Borrero 7-65 y 7-57: 3 locales comerciales ;Otra
62;74;02/03/2020;false;1;1;1;1;3;2.02E+16;Borrero 7-51, 7-47, 7-43: 4 locales comerciales ;Ninguna
63;81;02/03/2020;false;1;1;1;1;3;1.02E+16;Juan Jaramillo y Benigno Malo 5-116;Ninguna
64;82;02/03/2020;false;1;1;1;1;4;1.02E+16;Juan jaramillo 8-75;Ninguna
65;83;02/03/2020;false;1;1;1;1;3;1.02E+16;juan jaramillo 8-21;Ninguna
66;84;02/03/2020;false;1;1;1;1;4;1.02E+16;juan jaramillo;Se niegan a llenar la encuesta
67;85;02/03/2020;false;1;1;1;1;3;1.02E+16;juan jaramillo 8-21;Ninguna
68;86;02/03/2020;false;1;1;1;1;4;1.02E+16;luis cordero 5-93;Ninguna
69;87;02/03/2020;false;1;1;1;1;4;1.02E+16;Luis cordero 5-87;Ninguna
70;88;02/03/2020;false;1;1;1;1;3;1.02E+16;luis cordero 5-79;Ninguna
71;89;02/03/2020;false;1;1;1;1;4;1.02E+16;luis cordero 8-69;Ninguna
72;90;02/03/2020;false;1;1;1;1;3;1.02E+16;luis cordero 5-55;Se niegan a llenar la encuesta
74;92;02/03/2020;false;1;1;1;1;4;1.02E+16;luis cordero 5-43;Ninguna
75;93;02/03/2020;false;1;1;1;1;3;1.02E+16;luis cordero 5-21;El horario de atencion no coincide con el horario del barrido
76;94;02/03/2020;false;1;1;1;1;3;1.02E+16;luis cordero 5-03;Ninguna
77;95;02/03/2020;false;1;1;1;1;3;1.02E+16;calle larga 8-16;Otra
78;96;02/03/2020;false;1;1;1;1;4;1.02E+16;calle larga;El horario de atencion no coincide con el horario del barrido
79;97;02/03/2020;false;1;1;1;1;4;1.02E+16;calle larga 8-50;El horario de atencion no coincide con el horario del barrido
80;98;02/12/2020;false;1;44;1;1;4;0;"EL VALLE VIA AL DESPACHO ""SARY'S PELUQUERIA""";Otra
81;99;02/03/2020;false;1;1;1;1;3;1.02E+16;Benigno Malo 5-60;Se niegan a llenar la encuesta
82;100;02/12/2020;false;1;44;1;1;4;0;EL VALLE VIA AL DESPACHO;Otra
83;102;02/03/2020;false;1;1;1;1;4;2.03E+16;Calle Presidente Borrero y Juan Jaramillo 5-92;Ninguna
84;103;02/03/2020;false;1;1;1;1;4;2.03E+16;Calle Juan Jaramillo/venta de electr«ü∂¸nicos;Se niegan a llenar la encuesta
85;104;02/03/2020;true;1;1;1;1;3;2.03E+16;Calle Juan Jaramillo/peluquer«ü∂a 6-61;Ninguna
86;105;02/03/2020;true;1;1;1;1;3;2.03E+16;Calle Juan Jaramillo/tienda fruter«ü∂a;Se niegan a llenar la encuesta
87;106;02/03/2020;false;1;1;1;1;4;2.03E+16;Calle Hermano Miguel 5-55;Se niegan a llenar la encuesta
88;107;02/03/2020;true;1;1;1;1;3;2.03E+16;Calle Hermano Miguel 5-41;Ninguna
89;108;02/03/2020;false;1;1;1;1;19;2.03E+16;Calle Hermano Miguel/carretilla;Ninguna
90;109;02/03/2020;false;1;1;1;1;4;2.03E+16;Calle Honorato Vasquez/Caf«ü∂∏-Restaurante;Ninguna
91;110;02/03/2020;true;1;1;1;1;3;2.03E+16;Calle Honorato Vasquez 6-80;Ninguna
92;111;02/03/2020;true;1;1;1;1;3;2.03E+16;Casa esquinera-Cyber/Calle Honorato Vasquez;Ninguna
93;112;02/03/2020;true;1;1;1;1;3;2.03E+16;Calle Presidente Borrero/La Hormiguita-tienda;Ninguna
94;113;02/03/2020;false;1;1;1;1;4;2.03E+16;Local esquinero/eventos-florister«ü∂a;Ninguna
95;114;02/03/2020;false;1;1;1;1;4;2.03E+16;Juan Jaramillo 4-89/Tiestos Restaurante;El horario de atencion no coincide con el horario del barrido
96;115;02/03/2020;false;1;1;1;1;4;2.03E+16;Juan Jaramillo frente a Maxi alarmas;Ninguna
97;116;02/03/2020;true;1;1;1;1;3;2.03E+16;Juan Jaramillo/Gabinete de Belleza;Ninguna
98;117;02/03/2020;false;1;1;1;1;4;2.03E+16;Casa esquinera/Juan Jaramillo y Vargas Machuca;Ninguna
99;118;02/03/2020;true;1;1;1;1;3;2.03E+16;Calle Vargas Machuca/Graficas Impacto;Ninguna
100;119;02/03/2020;true;1;1;1;1;3;2.03E+16;Calle Vargas Machuca/Js Dental;Se niegan a llenar la encuesta
101;122;02/04/2020;true;1;3;1;1;3;8.03E+16;Asadero el papi pollo;Ninguna
102;123;02/03/2020;false;1;1;1;1;4;1.02E+16;;Ninguna
103;124;02/03/2020;false;1;1;1;1;4;2.03E+16;;Ninguna
104;125;02/03/2020;false;1;1;1;1;4;1.02E+16;;Ninguna
105;126;02/03/2020;false;1;1;1;1;4;2.30E+16;;Ninguna
106;127;02/03/2020;false;1;1;1;1;4;2.03E+16;;Ninguna
107;128;02/03/2020;true;1;1;1;1;3;2.03E+16;;Ninguna
108;129;02/03/2020;false;1;1;1;1;4;1.02E+16;;Ninguna
109;130;02/03/2020;false;1;1;1;1;3;1.02E+16;;Ninguna
110;131;02/03/2020;false;1;1;1;1;3;1.02E+16;;Ninguna
111;132;02/03/2020;false;1;1;1;1;3;1.02E+16;parqueadero;Ninguna
112;133;02/03/2020;false;1;1;1;1;3;1.02E+16;;Otra
113;134;02/03/2020;false;1;1;1;1;4;1.02E+16;;Ninguna
114;135;02/04/2020;false;1;3;1;1;3;8.03E+16;pintura / av. Fray vicente solano (farmacia);Ninguna
115;136;02/04/2020;false;1;3;1;1;3;8.03E+16;av. Fray vicente solano (farmacia);Ninguna
116;137;02/03/2020;false;1;1;1;1;3;2.03E+16;;Otra
117;138;02/03/2020;false;1;1;1;1;3;1.02E+16;;Ninguna
118;139;02/03/2020;false;1;1;1;1;4;2.03E+16;;Ninguna
119;140;02/03/2020;false;1;1;1;1;4;2.03E+16;Esquina bajada de las escalinatas;Otra
120;141;02/04/2020;false;1;3;1;1;3;8.03E+16;remigiocrespo y padre julio matovelle ;Ninguna
121;143;02/03/2020;false;1;1;1;1;2;2.03E+16;Conjunto de vivinedas;El predio se ha convertido en Vivienda o Conjunto Habitacional
122;144;02/03/2020;false;1;1;1;1;3;1.02E+16;;Ninguna
123;145;02/04/2020;false;1;3;1;1;4;8.03E+16;federico  proa«ü∂Òo automotriz;Se niegan a llenar la encuesta
125;147;02/04/2020;false;1;3;1;1;4;8.03E+16;av 10 de agosto restaurante ;Ninguna
126;148;02/04/2020;false;1;3;1;1;4;8.03E+16;av 10 de agosto minimercado ;El predio no esta en funcionamiento
127;149;02/04/2020;false;1;3;1;1;4;8.03E+16;federico  proa«ü∂Òo carpinteria ;Ninguna
128;150;02/03/2020;false;1;1;1;1;4;1.02E+16;;Ninguna
129;151;02/04/2020;false;1;3;1;1;3;8.03E+16;av 27 de febrero (coworking cuenca);Ninguna
130;152;02/03/2020;false;1;1;1;1;3;1.02E+16;Muebler«ü∂a ;Ninguna
131;153;02/03/2020;false;1;1;1;1;4;1.02E+16;Intersecci«ü∂¸n  ;Otra
132;154;02/03/2020;false;1;1;1;1;4;1.02E+16;;Ninguna
133;157;02/04/2020;false;1;3;1;1;4;8.03E+15;tienda ;Se niegan a llenar la encuesta
134;164;02/03/2020;false;1;1;1;1;3;2.03E+16;ESQUINA ;Ninguna
135;165;02/03/2020;false;1;1;1;1;3;2.03E+16;;El horario de atencion no coincide con el horario del barrido
136;166;02/03/2020;false;1;1;1;1;3;2.03E+16;;Se niegan a llenar la encuesta
137;167;02/03/2020;false;1;1;1;1;3;2.03E+16;;El predio no esta en funcionamiento
138;168;02/03/2020;false;1;1;1;1;3;2.03E+16;;El horario de atencion no coincide con el horario del barrido
139;169;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
140;170;02/03/2020;false;1;1;1;1;4;2.03E+16;;Ninguna
141;171;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
142;172;02/03/2020;false;1;1;1;1;3;2.03E+16;;El horario de atencion no coincide con el horario del barrido
143;173;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
124;146;02/03/2020;false;1;1;1;1;17;1.02E+16;OFICINAS Universidad de Cuenca;Ninguna
144;174;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
145;175;02/03/2020;false;1;1;1;1;3;2.03E+16;;Se niegan a llenar la encuesta
146;176;02/03/2020;false;1;1;1;1;1;2.03E+16;;Ninguna
147;177;02/03/2020;false;1;1;1;1;11;2.03E+16;PARQUE MARI CORILE ;Ninguna
148;178;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
149;179;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
150;180;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
151;181;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
153;183;02/03/2020;false;1;1;1;1;3;2.03E+16;;El predio no esta en funcionamiento
154;184;02/06/2020;false;1;1;1;1;4;2.02E+16;PELUQUERIA EN PRESIDENTE CORDOVA Y HUAYNA CAPAC ;Ninguna
155;185;02/03/2020;false;1;1;1;1;4;2.03E+16;PRESIDENTE CORDOVA 02-17;Ninguna
156;186;02/03/2020;false;1;1;1;1;3;2.03E+16;MANUEL VEGA 06-61;Se niegan a llenar la encuesta
157;187;02/03/2020;false;1;1;1;1;4;2.03E+16;JUAN JARAMILLO 02-56;Ninguna
158;188;02/03/2020;false;1;1;1;1;4;2.03E+16;JUAN JARAMILLO 02-64;Ninguna
159;189;02/03/2020;false;1;1;1;1;4;2.03E+16;TOMAS ORDO«ü∂?EZ;Ninguna
160;190;02/03/2020;false;1;1;1;1;3;2.03E+16;TOMAS ORDO«ü∂?EZ;Ninguna
161;192;02/03/2020;false;1;1;1;1;3;2.03E+16;«?∂ˇTOMAS ORDO«ü∂?EZ 6-42;Se niegan a llenar la encuesta
162;193;02/03/2020;false;1;1;1;1;4;2.03E+16;PRESIDENTE CORDOVA 3-15;Ninguna
163;198;02/03/2020;false;1;1;1;1;4;2.03E+16;;Ninguna
164;199;02/03/2020;false;1;1;1;1;3;1.03E+16;LUIS CORDERO 6-09;Otra
165;201;02/03/2020;false;1;1;1;1;3;1.03E+15;BENIGNO MALO 6-17;Se niegan a llenar la encuesta
166;202;02/03/2020;false;1;1;1;1;4;1.03E+15;BENIGNO MALO 06-24;Ninguna
167;204;02/03/2020;false;1;1;1;1;3;1.03E+15;BENIGNO MALO 6-37;Ninguna
168;205;02/03/2020;false;1;1;1;1;4;1.02E+16;"Santa Teresa 5-48; Juan Jaramillo 10-95; 10-89; 10-93";Otra
169;206;02/03/2020;false;1;1;1;1;3;1.02E+16;Juan Jaramillo 10-69;Ninguna
170;207;02/03/2020;false;1;1;1;1;4;1.02E+16;"Juan Jaramillo 10-59; 10-57";Otra
171;208;02/03/2020;false;1;1;1;1;3;1.02E+16;"Juan Jaramillo 10-51; 10-47";Ninguna
172;209;02/03/2020;false;1;1;1;1;4;1.02E+16;"Juan Jaramillo 10-21; 10-15";Otra
173;210;02/03/2020;false;1;1;1;1;4;1.02E+16;"Santa Teresa 10-22; 10-26";Otra
174;211;02/03/2020;false;1;1;1;1;4;1.02E+16;Santa Teresa 10-44;Otra
175;212;02/03/2020;false;1;1;1;1;4;1.02E+16;"Santa Teresa 10-74; 1078";Otra
176;213;02/03/2020;false;1;1;1;1;3;1.02E+16;Juan Jaramillo 9-41;Otra
177;214;02/03/2020;false;1;1;1;1;4;1.02E+16;Santa Teresa 9-31;Otra
178;215;02/03/2020;false;1;1;1;1;4;1.02E+16;Larga 9-18 y Benigno Malo;Otra
180;217;02/03/2020;false;1;1;1;1;4;1.02E+16;Larga 9-81;Otra
181;218;02/03/2020;false;1;1;1;1;4;1.02E+16;Padre Aguirre 5-30;Se niegan a llenar la encuesta
182;219;02/03/2020;false;1;1;1;1;4;1.02E+16;"M y F System; Padre Aguirre 5-64";Se niegan a llenar la encuesta
183;220;02/03/2020;false;1;1;1;1;4;2.03E+16;Juan Jaramillo 7-85 y Luis Cordero esq;Otra
184;221;02/03/2020;false;1;1;1;1;4;2.03E+16;Juan Jaramillo 7-74;Otra
185;222;02/03/2020;false;1;1;1;1;3;1.02E+16;Juan Jaramillo 10-73;Ninguna
186;223;02/03/2020;false;1;1;1;1;3;1.02E+16;"Juan Jaramillo 9-67; Papeler«ü∂a Austral";Se niegan a llenar la encuesta
187;224;02/03/2020;false;1;1;1;1;3;1.02E+16;Juan Jaramillo 9-52;Se niegan a llenar la encuesta
188;225;02/03/2020;false;1;1;1;1;4;1.02E+16;Juan Jaramillo 9-27;Se niegan a llenar la encuesta
189;226;02/03/2020;false;1;1;1;1;4;1.02E+16;CallesPadre Aguirre y juan Jaramillo  Botica San Frnacisco;Otra
190;227;02/03/2020;false;1;1;1;1;4;1.02E+16;Junto a la cooperativa de ahorro y credito Chola Cuencana;Otra
191;228;02/03/2020;false;1;1;1;1;4;1.02E+16;Santa Teresita Y padre Aguirre 10-22;Ninguna
192;229;02/03/2020;false;1;1;1;1;4;1.02E+16;Veterinaria Leonardo Carrion E hijos 10-54 Santa tersita y Padre Aguirre;Ninguna
193;230;02/03/2020;false;1;1;1;1;4;1.02E+16;Agroveterinario 10-64;Ninguna
194;231;02/03/2020;false;1;1;1;1;4;1.02E+16;Santa Teresita y Torres 5-20;Ninguna
195;232;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle larga y General Torres;Ninguna
196;233;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle General torres  5-32 Pnaderia;Ninguna
197;234;02/03/2020;false;1;1;1;1;4;1.02E+16;La vieja costumbre Agro Veterinario 5-34;Se niegan a llenar la encuesta
198;235;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle General Torres Comisariato Mu«ü∂Òoz;Ninguna
199;236;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle larga y Torres 10-76;Ninguna
200;237;02/03/2020;false;1;1;1;1;4;1.02E+16;CALLE santa Teresita 10-88;Ninguna
201;238;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle santa Teresita Venta de Visuteria 10-47 y10-43;Otra
202;239;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle Santa Teresita ABACERIA PUGO 10-33;Ninguna
203;240;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle Santa Teresita TIENDA DE VIVERES 10-31;Otra
204;241;02/03/2020;false;1;1;1;1;4;1.02E+16;Librer«ü∂a y papeleria Central;Ninguna
205;242;02/03/2020;false;1;1;1;1;4;1.02E+16;Ferreteria 10 de de agosto Padre Aguirre y Calle larga;Se niegan a llenar la encuesta
206;243;02/03/2020;false;1;1;1;1;4;1.02E+16;Librer«ü∂a y papeleria Autral DOS;Otra
207;244;02/03/2020;false;1;1;1;1;4;1.02E+16;Calle Larga esquina Centro de reparacion de telefonos;Ninguna
209;246;02/03/2020;false;1;1;1;1;4;2.03E+16;Vargas Machuca y Alfonso Jerves, esquina;Ninguna
210;247;02/03/2020;false;1;1;1;1;4;2.03E+16;Tomas Ordonez y Alfonso Jerves;Ninguna
211;248;02/03/2020;false;1;1;1;1;4;2.03E+16;Tomas Ordo«ü∂Òez y Alfonso Malo, esquina, es peluqueria;Ninguna
212;249;02/03/2020;false;1;1;1;1;3;2.03E+16;Frente a fabrica de Tapices, Salon baile;El predio desarrolla otras actividades de comercio y/o servicios
213;250;02/03/2020;false;1;1;1;1;3;2.03E+16;Alfonso Malo 2 - 72;Ninguna
214;251;02/04/2020;false;1;11;1;1;3;09040190D4000;Av. Isabel La Catolica L - 5B;Ninguna
215;252;02/03/2020;false;1;1;1;1;4;2.03E+16;PRESIDENTE BORRERO 5-18;El predio desarrolla otras actividades de comercio y/o servicios
216;253;02/03/2020;false;1;1;1;1;3;2.02E+16;PRESIDENTE CORDOVA Y HERMANO MIGUEL 5-86;Ninguna
217;254;02/03/2020;false;1;1;1;1;3;2.03E+16;JUAN JARAMILLO Y HERMANO MIGUEL 5-12;Se niegan a llenar la encuesta
218;255;02/03/2020;false;1;1;1;1;4;2.03E+16;MARIANO CUEVA 6-56;Ninguna
219;257;02/03/2020;false;1;1;1;1;4;2.03E+16;HONORATO VASQUEZ 4-25;Ninguna
220;258;02/03/2020;false;1;1;1;1;3;2.03E+16;;Ninguna
221;259;02/03/2020;false;1;1;1;1;19;2.03E+16;;Otra
222;260;02/03/2020;false;1;1;1;1;4;2.03E+15;;Ninguna
223;261;02/03/2020;false;1;1;1;1;3;2.03E+15;;Ninguna
224;262;02/03/2020;false;1;1;1;1;3;2.02E+16;;Ninguna
225;263;02/03/2020;false;1;1;1;1;19;2.03E+16;;El predio no esta en funcionamiento
226;264;02/03/2020;false;1;1;1;1;4;1.02E+16;Calzado la Reina;El predio desarrolla otras actividades de comercio y/o servicios
228;273;02/03/2020;false;1;1;1;1;4;1.02E+16;Almacen de calzado para ni«ü∂Òos;El predio desarrolla otras actividades de comercio y/o servicios
229;274;02/03/2020;false;1;1;1;1;4;1.02E+16;Gabinete de belleza;Se niegan a llenar la encuesta
230;276;02/04/2020;false;1;10;1;1;4;3.02E+16;Bazar y papeleria Luquita;Se niegan a llenar la encuesta
231;278;02/03/2020;false;1;1;1;1;4;1.02E+15;Floristeria y un local desocupado;Otra
232;279;02/03/2020;false;1;1;1;1;4;1.02E+16;Edificio mixto con 6 locales en la parte inferior.;Otra
233;280;02/04/2020;false;1;10;1;1;1;3.02E+16;Residencia;Otra
234;281;02/03/2020;false;1;1;1;1;4;1.02E+16;Entidad bancaria en la parte inferior;Otra
235;282;02/04/2020;false;1;10;1;1;4;3.02E+16;3 locales;Otra
236;283;02/04/2020;false;1;10;1;1;4;3.02E+16;4 locales;Otra
237;284;02/04/2020;false;1;10;1;1;3;3.02E+16;Licor de la Quinta ;El horario de atencion no coincide con el horario del barrido
238;286;02/03/2020;false;1;1;1;1;1;2.03E+16;Larga 1-06;Otra
239;287;02/03/2020;false;1;1;1;1;19;2.03E+16;Jesus Arriaga;El predio no esta en funcionamiento
240;288;02/03/2020;false;1;1;1;1;3;2.03E+15;Calle Larga, predio con veterinaria, salon de comida y agencia de viajes;El predio desarrolla otras actividades de comercio y/o servicios
241;289;02/03/2020;false;1;1;1;1;19;2.03E+16;Dos predios antes de la calle larga subiendo por los molinos;Otra
242;290;02/03/2020;false;1;1;1;1;4;2.03E+16;Manuel Vega, frente parque Luis Cordero, tienda de barrio;Otra
243;291;02/03/2020;false;1;1;1;1;3;1.02E+16;Benigno Malo;Ninguna
244;292;02/04/2020;false;1;11;1;1;3;9.04E+16;Bartolome de las Casas L:4;Ninguna
245;293;02/04/2020;false;1;11;1;1;3;09040190C9000;Clinica Veterinaria Animalandia, frente redondel de Av Isabel La Catolica;Ninguna
246;294;02/04/2020;false;1;11;1;1;4;9.04E+16;Bartolome de las Casas 2 - 43 / L:5;Se niegan a llenar la encuesta
247;295;02/04/2020;false;1;11;1;1;4;9.04E+16;Esquina de Av. Doce de Octubre y Cristonal Colon;Otra
248;296;02/04/2020;false;1;11;1;1;1;9.04E+16;Cristobal Colon y Fray Luis de Leon;El predio se ha convertido en Vivienda o Conjunto Habitacional
249;297;02/04/2020;false;1;11;1;1;3;9.04E+16;Fray Luis de Leon,  frente a Tapices y Forros;El horario de atencion no coincide con el horario del barrido
250;298;02/04/2020;false;1;11;1;1;3;9.04E+16;Fray Bartolome de las Casas y Fray Luis de Leon;Otra
251;299;02/04/2020;false;1;11;1;1;3;9.04E+16;Fray Luis de las casas, junto a canchas de Don Bola;El predio no esta en funcionamiento
252;300;02/04/2020;false;1;11;1;1;3;9.04E+16;Fray Luis de las casas, junto a Cedal Importadora;El predio no esta en funcionamiento
253;301;02/03/2020;false;1;1;1;1;4;1.02E+16;Edificio esquinero ubicado en la Padre Aguire y Sangurima;Ninguna
254;302;02/03/2020;false;1;1;1;1;11;1.02E+16;Parque ubicado frente a la Iglesia de Maria Auxiliadora;Ninguna
255;303;03/03/2020;false;2;7;2;1;19;6.01E+16;Parque ubicado en la calle Marco Tenorio Lazo;Ninguna
256;304;02/03/2020;false;1;1;1;1;3;1.02E+16;Negocio Ace Movil, ubicado entre la Padre Aguire y Sangurima casa esquinera;Ninguna
257;305;02/03/2020;false;1;1;1;1;4;1.02E+16;Edificio ucicado en la Padre Aguire;Ninguna
258;306;02/03/2020;false;1;1;1;1;3;1.02E+16;Textiles BGG, ubicado en la Padre Aguire;Ninguna
259;307;02/03/2020;false;1;1;1;1;3;1.02E+16;Local ubicado el la Padre Agure, frente a Vatex ;Ninguna
260;308;02/03/2020;false;1;1;1;1;8;1.02E+15;Unidad Educativa Octavio Cordeo;Ninguna
261;309;03/03/2020;false;2;7;2;1;19;6.01E+16;Gobierno Autonomo;Ninguna
262;310;02/03/2020;false;1;1;1;1;3;1.02E+16;Casa esquinera entre al Gran Colombia y Padrea Aguirre;Ninguna
263;311;02/03/2020;false;1;1;1;1;3;1.02E+16;Pizza, frente a Santo Domingo ;Ninguna
266;314;02/03/2020;false;1;1;1;1;3;1.02E+16;Gran Colombia, frente a la iglesia de Santo domingo;El predio desarrolla otras actividades de comercio y/o servicios
267;315;02/03/2020;false;1;1;1;1;3;1.02E+16;General Torres  ;El predio desarrolla otras actividades de comercio y/o servicios
268;316;02/03/2020;false;1;1;1;1;4;1.01E+16;fundacion Hogar del Ecuador;Ninguna
269;317;02/03/2020;false;1;1;1;1;14;1.01E+16;padre aguirre- frente a clinica de especialidad medicas auxilio praxxel;Ninguna
